post_no,type,writer,body,time
926901793,body,kitchen B1,"[COURSE1]
동태지리탕,잡곡밥,미니돈까스조림,가지나물,시래기지짐
916kcal(단백질: 46g)Na함량: 1184mg(염도: 0.8%)
[COURSE2]
산채나물비빔밥,사골파국,피쉬커틀릿*타르타르S,쥐어채볶음,약고추장
891kcal(단백질: 39g)Na함량: 1177mg(염도: 0.8%)
[샐러드바]
그린샐러드,나쵸,치즈&살사소스
현미밥/백미밥, 포기김치/깍두기",2024년 4월 18일 오후 5:53
926901793,comment,Kitchen B1,석식2코너 산채나물비빔밥은 품절되었습니다.,4월 18일 오후 7:35
926901794,body,Kitchen B1,"[COURSE1]
돈목살김치찜,잡곡밥,호박새우젓국,고구마순나물,건파래자반
769kcal(단백질: 39g)Na함량: 1191mg(염도:0.8%)
[COURSE2]
그릴함박오므라이스,맑은유부국,스틱마늘빵,미니새송이초절임
919kcal(단백질: 41g)Na함량: 1162mg(염도: 0.7%)
[샐러드바]
그린샐러드, 바나나칩샐러드,수정과
현미밥/백미밥, 포기김치/열무김치",2024년 4월 19일 오전 10:57
926901794,comment,Kitchen B1,중식 2코스 미니새송이초절임 품절로 유자단무지채 제공됩니다.,4월 19일 오후 12:36
926901794,comment,Kitchen B1,중식2코스 스틱마늘빵 품절로 감자튀김 제공드립니다.,4월 19일 오후 1:11
926901794,comment,Kitchen B1,"2코너 품절되었습니다. 
1코너 추가찬 양념깻잎지 제공됩니다.",4월 19일 오후 1:12
926901794,comment,Kitchen B1,중식1코너 돈목살김치찜에서 돈육김치찌개로 변경되었습니다.,4월 19일 오후 1:37
926901795,body,kitchen B1,"[COURSE1]
모듬어묵전골,잡곡밥,후리가케계란찜,맑은오이지무침,건새우마늘쫑볶음,
&와사비장
788kcal(단백질: 37g)Na함량: 1185mg(염도: 0.8%)
[샐러드바]
그린샐러드, 살사푸실리샐러드,초코쿠키
현미밥/백미밥, 포기김치/깍두기",2024년 4월 19일 오후 6:10
926901797,body,Kitchen B1,"[COURSE1]
꼬치어묵잔치국수,제육주먹밥,튀김만두&비빔야채,오복지무침
934kcal(단백질: 40g)Na함량: 1169mg(염도: 0.7%)
[COURSE2]
철판오징어채소볶음,잡곡밥,다시마무국,단호박채전,오이깍둑무침
780kcal(단백질: 37g)Na함량: 1152mg(염도: 0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑2종
현미밥/백미밥, 포기김치/깍두기",2024년 4월 22일 오전 10:57
926901797,comment,Kitchen B1,중식1코스 꼬치어묵잔치국수 품절되었습니다.,4월 22일 오후 1:39
926901798,body,kitchen B1,"[COURSE1]
돼지국밥,잡곡밥,매콤감자조림,명엽채볶음,부추겉절이
699kcal(단백질: 35g)Na함량: 1158mg(염도: 0.6%)
[COURSE2]
우삼겹할라피뇨볶음밥,미소시루,아게다시도후,궁채절임
736kcal(단백질: 29g)Na함량: 1162mg(염도: 0.7%)
[샐러드바]
그린샐러드, 살사푸실리샐러드, 파인애플주스
현미밥/백미밥, 포기김치/석박지",2024년 4월 22일 오후 5:57
926901798,comment,Kitchen B1,석식2코너 우삼겹할라피뇨볶음밥은 품절되었습니다.,4월 22일 오후 7:58
926901799,body,Kitchen B1,"[COURSE1]
치킨퀘사디아,크림수프,양념옥수수구이,적채무피클,사워크림&살사소스
854kcal(단백질: 36g)Na함량: 1126mg(염도: 0.5%)
[COURSE2]
소고기청국장찌개,잡곡밥,한식잡채,브로콜리숙회,반반콩자반
775kcal(단백질: 33g)Na함량: 1192mg(염도: 0.8%)
[샐러드바]
그린샐러드, 실곤약샐러드,살구주스
현미밥/백미밥, 포기김치/갓김치",2024년 4월 23일 오전 10:54
926901800,body,kitchen B1,"[COURSE1]
우렁강된장,꽁보리밥&계란프라이,비빔채소3종(무생채,콩나물,상추채),풀무원조미김
713kcal(단백질: 34g)Na함량: 1172mg(염도: 0.8%)
[COURSE2]
마파두부덮밥,계란파국,꿔바로우,청경채마늘볶음
934kcal(단백질: 44g)Na함량: 1157mg(염도: 0.6%)
[샐러드바]
그린샐러드, 콩펜네샐러드,참깨크래커
현미밥/백미밥, 포기김치/깍두기",2024년 4월 23일 오후 6:06
926901801,body,Kitchen B1,"[COURSE1]
돼지두루치기&온두부,잡곡밥,감자양파국,멸치견과볶음,가지나물
916kcal(단백질: 46g)Na함량: 1172mg(염도: 0.8%)
[COURSE2]
참치마요데리야끼덮밥,맑은팽이버섯국,찰도그롤,꿀토마토
825kcal(단백질: 35g)Na함량: 1168mg(염도: 0.7%)
[샐러드바]
그린샐러드, 마카로니콘샐러드,초코쿠키
현미밥/백미밥, 포기김치/깍두기",2024년 4월 24일 오전 10:55
926901801,comment,Kitchen B1,중식1코스 가지나물 대체로 양념깻잎지 제공됩니다.,4월 24일 오후 1:04
926901801,comment,Kitchen B1,중식1코스 멸치견과볶음 대체로 비엔나소시지볶음 제공됩니다.,4월 24일 오후 1:05
926901801,comment,kitchen B1,중식1코스 감자양파국대체로 어묵국이 제공됩니다,4월 24일 오후 1:23
926901802,body,kitchen B1,"[COURSE1]
일식카레우동,우동국물,새우튀김*타르타르S,락교&초생강
897kcal(단백질: 36g)Na함량: 1159mg(염도: 0.6%)
[COURSE2]
육개장,잡곡밥,옛날소시지전,연근조림,고춧잎무침
916kcal(단백질: 39g)Na함량: 1174mg(염도: 0.7%)
[샐러드바]
그린샐러드, 요거트,토핑3종
현미밥/백미밥, 포기김치/총각김치",2024년 4월 24일 오후 5:53
926901802,comment,kitchen B1,석식 1코스 새우튀김대체로 새우카츠가제공됩니다,4월 24일 오후 7:38
926901802,comment,Kitchen B1,석식1코스 일식카레우동은 품절되었습니다.,4월 24일 오후 7:45
926901804,body,kitchen B1,"[COURSE1]
<런치스페셜>제주고기국수,전복내장김밥,무채초절임,마늘김치
939kcal(단백질: 42g)Na함량: 1169mg(염도: 0.6%)
[COURSE2]
<런치스페셜>제주고기국수,전복내장김밥,무채초절임,마늘김치
939kcal(단백질: 42g)Na함량: 1169mg(염도: 0.6%)
[샐러드바]
그린샐러드, 모듬콩샐러드,벚꽃팝콘,한라봉주스
현미밥/백미밥, 열무김치",2024년 4월 25일 오전 11:29
926901806,body,kitchen B1,"[COURSE1]
소고기숙주볶음,잡곡밥,수제비국,탕평채,호박새우젓볶음
763kcal(단백질: 36g)Na함량: 1178mg(염도: 0.8%)
[COURSE2]
팟카파오무쌉,쌀국수국물,모듬춘권*칠리소스,양파피클
903kcal(단백질: 43g)Na함량: 1147mg(염도: 0.5%)
[샐러드바]
그린샐러드, 과일푸딩, 다시마튀각
현미밥/백미밥, 배추겉절이/깍두기",2024년 4월 25일 오후 6:01
926901806,comment,Kitchen B1,석식1코스 소고기숙주볶음 품절되었습니다,4월 25일 오후 7:46
926901807,body,Kitchen B1,"[COURSE1]
돈까스김치나베,쌀밥,오코노미야끼,한입단무지
921kcal(단백질: 44g)Na함량: 1189mg(염도: 0.8%)
[COURSE2]
철판훈제오리&양파볶음,잡곡밥,시금치된장국,느타리버섯볶음,무쌈*머스타드S
795kcal(단백질: 40g)Na함량: 1173mg(염도: 0.7%)
[샐러드바]
그린샐러드, 코울슬로샐러드, 알새우칩
현미밥/백미밥, 포기김치/석박지",2024년 4월 26일 오전 11:07
926901807,comment,Kitchen B1,중식1코스 오코노미야끼 대체로 타코야끼 제공됩니다,4월 26일 오후 1:09
926901807,comment,Kitchen B1,중식1코스 돈까스김치나베는 품절되었습니다.,4월 26일 오후 1:30
926901808,body,Kitchen B1,"[COURSE1]
닭곰탕,잡곡밥,미니떡갈비조림,게맛살미역줄기볶음,깐마늘장아찌
884kcal(단백질: 40g)Na함량: 1131mg(염도: 0.5%)
[샐러드바]
그린샐러드, 연근샐러드, 허니꿀짱
현미밥/백미밥, 포기김치/깍두기",2024년 4월 26일 오후 5:56
926901810,body,Kitchen B1,"[COURSE1]
불고기크림리조또,노엣지피자,오이피클,탄산음료
913kcal(단백질: 37g)Na함량: 1132mg(염도: 0.5%)
[COURSE2]
돈육고추장찌개,잡곡밥,해물미나리전,사각어묵볶음,치커리유자청무침
826kcal(단백질: 33g)Na함량: 1173mg(염도: 0.8%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2024년 4월 29일 오전 10:52
926901811,body,kitchen B1,"[COURSE1]
닭볶음탕,잡곡밥,근대된장국,들깨무나물,시래기지짐
717kcal(단백질: 36g)Na함량: 1141mg(염도: 0.5%)
[COURSE2]
청경채굴소스고기덮밥,호박양파국,유린기,짜사이무침
679kcal(단백질: 29g)Na함량: 1181mg(염도: 0.8%)
[샐러드바]
그린샐러드, 마카로니콘샐러드,블루레몬에이드
현미밥/백미밥, 포기김치/석박지",2024년 4월 29일 오후 5:55
926901811,comment,kitchen B1,석식2코스 청경채굴소스고기덮밥은 품절되었습니다,4월 29일 오후 7:41
926901812,body,Kitchen B1,"[COURSE1]
사골양지칼국수,곤약쌀밥,갈비만두찜*초간장,무말랭이무침
871kcal(단백질: 35g)Na함량: 1162mg(염도: 0.7%)
[COURSE2]
돼지양념구이,잡곡밥,김치국,우엉파프리카볶음,상추쌈*쌈장
874kcal(단백질: 44g)Na함량: 1148mg(염도: 0.5%)
[샐러드바]
그린샐러드, 누룽지샐러드,매실차
현미밥/백미밥, 배추겉절이/갓김치",2024년 4월 30일 오전 11:01
926901812,comment,kitchen B1,중식 1코스 무말랭이무침 대체로 오복지가 제공됩니다,4월 30일 오후 1:30
926901812,comment,kitchen B1,중식1코스 갈비만두대체로 교자만두가 제공됩니다,4월 30일 오후 1:42
926901812,comment,Kitchen B1,중식2코스 돼지양념구이는 품절되었습니다.,4월 30일 오후 1:44
926901813,body,kitchen B1,"[COURSE1]
얼큰짬뽕전골,잡곡밥,미트볼채소조림,쑥갓무침,쥐어채볶음
946kcal(단백질: 43g)Na함량: 1185mg(염도: 0.8%)
[COURSE2]
베이컨갈릭볶음밥,맑은팽이버섯국,새우볼꼬치,칠리소스,양배추적채초절임
703kcal(단백질: 28g)Na함량: 1142mg(염도: 0.5%)
[샐러드바]
그린샐러드, 이집트콩샐러드,건빵튀김
현미밥/백미밥, 포기김치/깍두기",2024년 4월 30일 오후 6:01
926901813,comment,kitchen B1,석식2코너 베이컨갈릭볶음밥은 품절되었습니다.,4월 30일 오후 7:45
926901813,comment,Kitchen B1,석식1코너 쑥갓무침 대체로 고춧잎무침이 제공됩니다.,4월 30일 오후 8:00
926901815,body,Kitchen B1,"[COURSE1]
즉석떡볶이&치즈사리,후리가케김가루밥(소),추억의피카츄돈까스&양념강정S,단무지,미니요구르트
921kcal(단백질: 37g)Na함량: 1183mg(염도: 0.8%)
[COURSE2]
나주곰탕,잡곡밥,바싹김치전,감자채볶음,마늘쫑무침,미니요구르트
700kcal(단백질: 30g)Na함량: 1147mg(염도: 0.5%)
[샐러드바]
그린샐러드, 옛날꽈배기
현미밥/백미밥, 포기김치/총각김치",2024년 5월 2일 오전 11:09
926901815,comment,kitchen B1,1코스 추억의피카츄돈까스&양념강정소스 대체로 만두강정이 제공됩니다,5월 2일 오후 1:06
926901815,comment,Kitchen B1,1코스 즉석떡볶이&치즈사리 품절되었습니다.,5월 2일 오후 1:45
926901816,body,kitchen B1,"[COURSE1]
매콤돈육두부조림,잡곡밥,콩나물국,미니새송이버섯볶음,고사리나물
724kcal(단백질: 36g)Na함량: 1154mg(염도: 0.6%)
[COURSE2]
야채듬뿍하이라이스&그릴소시지,우동국물,고구마샐러드&요거트S,블루베리무피클
678kcal(단백질: 27g)Na함량: 1151mg(염도: 0.6%)
[샐러드바]
그린샐러드, 토핑3종,루이보스티
현미밥/백미밥, 포기김치/열무김치",2024년 5월 2일 오후 6:02
926901816,comment,kitchen B1,석식1코스 미니새송이버섯볶음대체로 새송이버섯볶음이 제공됩니다.,5월 2일 오후 7:42
926901816,comment,Kitchen B1,석식1코스 고사리나물 대체로 계란장조림 제공됩니다!,5월 2일 오후 7:55
926901816,comment,Kitchen B1,석식1코스 미니새송이버섯볶음 대체로 고구마 샐러드 제공됩니다.,5월 2일 오후 7:55
926901817,body,Kitchen B1,"[COURSE1]
뼈없는닭갈비,잡곡밥,배추된장국,연근땅콩조림,삼색겨자채무침
906kcal(단백질: 41g)Na함량: 1163mg(염도: 0.7%)
[COURSE2]
불고기이색묵비빔밥,사골파국,수수부꾸미,브로콜리통마늘볶음,간장양념장
733kcal(단백질: 29g)Na함량: 1137mg(염도: 0.4%)
[샐러드바]
그린샐러드, 연근샐러드,수정과
현미밥/백미밥, 포기김치/석박지",2024년 5월 3일 오전 11:06
926901818,body,kitchen B1,"[COURSE1]
스크램블명란마요덮밥,맑은유부국,청파래오징어바*타르타르S,유자꼬들단무지
816kcal(단백질: 35g) Na함량:1148mg(염도: 0.6%)
[샐러드바]
그린샐러드, 푸르츠콘샐러드, 허니꿀꽈배기, 현미밥/백미밥, 포기김치/석박지",2024년 5월 3일 오후 6:07
926901820,body,Kitchen B1,"[COURSE1]
짜글이김치찌개,쌀밥&계란프라이,멸치견과볶음,숙주나물무침,김자반볶음
757kcal(단백질: 34g)Na함량: 1153mg(염도: 0.6%)
[COURSE2]
아몬드크럼블돈까스,쌀밥,양송이크림수프,모닝빵&딸기잼,한입단무지
927kcal(단백질: 39g)Na함량: 1127mg(염도: 0.4%)
[샐러드바]
그린샐러드, 마카로니콘샐러드,식혜
현미밥/백미밥, 포기김치/열무김치",2024년 5월 7일 오전 10:54
926901821,body,kitchen B1,"[COURSE1]
생강장돼지불고기,잡곡밥,아욱된장국,연두부*양념장,고춧잎무침
648kcal(단백질: 32g)Na함량: 1141mg(염도: 0.5%)
[COURSE2]
치킨가라아게마요덮밥,우동국물,매운어묵꼬치,오복지무침
921kcal(단백질: 39g)Na함량: 1138mg(염도: 0.4%)
[샐러드바]
그린샐러드, 요거트,토핑3종
현미밥/백미밥, 포기김치/석박지",2024년 5월 7일 오후 5:55
926901821,comment,kitchen B1,석식1코스 품절되었습니다.,5월 7일 오후 7:47
926901822,body,Kitchen B1,"[COURSE1]
순대국밥,잡곡밥,오징어채소무침,호박볶음,가지양념나물
694kcal(단백질: 28g)Na함량: 1157mg(염도: 0.6%)
[COURSE2]
잠발라야볶음밥,맑은유부국,탱글뽀득핫도그*케첩,미니새송이초절임
938kcal(단백질: 40g)Na함량: 1132mg(염도: 0.5%)
[샐러드바]
그린샐러드, 멕시칸샐러드, 감자크래커
현미밥/백미밥, 포기김치/깍두기",2024년 5월 8일 오전 10:59
926901823,body,kitchen B1,"[COURSE1]
고사리알리오올리오,브로콜리크림수프,그릴드함박*데미소스,적채무피클
744kcal(단백질: 30g)Na함량: 1145mg(염도: 0.5%)
[COURSE2]
콩비지찌개,잡곡밥,야채계란찜,미역줄기볶음,고구마순나물
599kcal(단백질: 25g)Na함량: 1173mg(염도: 0.7%)
[샐러드바]
그린샐러드, 코울슬로샐러드,아이스티
현미밥/백미밥, 배추겉절이/갓김치",2024년 5월 8일 오후 5:58
926901823,comment,kitchen B1,석식 1코스 고사리알리오오리오는 품절되었습니다.,5월 8일 오후 7:52
926901824,body,Kitchen B1,"[COURSE1]
마라탕면,쌀밥(소),목화솜탕수육,단무지
943kcal(단백질: 38g)Na함량: 1192mg(염도: 0.8%)
[COURSE2]
닭보쌈,잡곡밥,감자양파국,명엽채볶음,무쌈*와사비마요
909kcal(단백질: 43g)Na함량: 1133mg(염도: 0.5%)
[샐러드바]
그린샐러드, 토핑3종,수정과
현미밥/백미밥, 포기김치/총각김치",2024년 5월 9일 오전 10:59
926901824,comment,kitchen B1,중식 2코스 닭보쌈대체로 철판훈제오리볶음이 제공됩니다.,5월 9일 오후 1:36
926901824,comment,kitchen B1,중식 2코스 무쌈 대체로 깐마늘장아찌가 제공됩니다.,5월 9일 오후 1:37
926901826,body,kitchen B1,"[COURSE1]
<석식NEW>대전st황태어글탕,잡곡밥,돈육녹두전*초간장,부들어묵볶음,오이깍둑무침
923kcal(단백질: 44g)Na함량: 1162mg(염도: 0.7%)
[COURSE2]
장조림버터비빔밥,다시마무국,김말이만두강정,궁채절임
930kcal(단백질: 37g)Na함량: 1158mg(염도: 0.5%)
[샐러드바]
그린샐러드, 과일푸딩, 다시마튀각
현미밥/백미밥, 포기김치/석박지",2024년 5월 9일 오후 6:03
926901826,comment,Kitchen B1,석식2코너 장조림버터비빔밥은 품절되었습니다.,5월 9일 오후 7:35
926901826,comment,kitchen B1,석식 1코스 부들어묵볶음대체로 오징어볼강정이 제공됩니다,5월 9일 오후 8:00
926901826,comment,kitchen B1,석식1코스 돈육녹두전대체로 부추전이 제공됩니다,5월 9일 오후 8:02
926901827,body,Kitchen B1,"[COURSE1]
두절가자미구이,잡곡밥,된장찌개,청포묵김가루무침,양념깻잎지
577kcal(단백질: 25g)Na함량: 1181mg(염도: 0.8%)
[COURSE2]
부타동,맑은팽이버섯국,세사미두부카츠&어린잎,락교무침
848kcal(단백질: 40g)Na함량: 1154mg(염도: 0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑2종
현미밥/백미밥, 배추겉절이/석박지",2024년 5월 10일 오전 10:59
926901827,comment,kitchen B1,중식 2코스 부타동은 품절되었습니다,5월 10일 오후 1:21
926901828,body,Kitchen B1,"[COURSE1]
뚝배기감자수제비,잡곡밥,섭산적구이&파채무침,건새우무조림,우엉채볶음
718kcal(단백질: 29g)Na함량: 1164mg(염도: 0.7%)
[샐러드바]
그린샐러드, 모듬콩샐러드,오미자차
현미밥/백미밥, 포기김치/깍두기",2024년 5월 10일 오후 5:58
926901830,body,Kitchen B1,"[COURSE1]
소고기미역국,잡곡밥,깻잎어묵전,건새우마늘쫑볶음,숙주나물무침
710kcal(단백질: 30g)Na함량: 1172mg(염도: 0.7%)
[COURSE2]
고추잡채덮밥&꽃빵,게맛살스프,가지탕수,짜사이
897kcal(단백질: 36g)Na함량: 1149mg(염도: 0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑2종
현미밥/백미밥, 포기김치/깍두기",2024년 5월 13일 오전 10:59
926901832,body,kitchen B1,"[COURSE1]
열무비빔국수,다시마무채국,간장견과닭강정,맑은오이지
840kcal(단백질: 36g)Na함량: 1167mg(염도: 0.6%)
[COURSE2]
떡만두국,잡곡밥(소),바싹김치전,우엉파프리카볶음,고사리나물
945kcal(단백질: 35g)Na함량: 1179mg(염도: 0.8%)
[샐러드바]
그린샐러드, 살사푸실리샐러드,카라멜팝콘
현미밥/백미밥, 포기김치/깍두기",2024년 5월 13일 오후 6:05
926901832,comment,Kitchen B1,석식 1코스 열무비빔국수 품절되었습니다!,5월 13일 오후 7:42
926901833,body,Kitchen B1,"[COURSE1]
<로즈데이>로제파스타&닭다리구이,치아바타&발사믹올리브오일,오이피클,탄산음료
938kcal(단백질: 45g)Na함량: 1172mg(염도: 0.8%)
[COURSE2]
매콤고추장삼겹살볶음,잡곡밥,근대된장국,감자채볶음,상추쌈*쌈장
839kcal(단백질: 40g)Na함량: 1163mg(염도: 0.7%)
[샐러드바]
그린샐러드, 모듬콩샐러드,알새우칩
현미밥/백미밥, 배추겉절이/깍두기",2024년 5월 14일 오전 10:58
