post_no,type,writer,body,time,day,hour,day_of_week,course1,course1_kcal,course1_protein,course1_na,course2,course2_kcal,course2_protein,course2_na
926901496,body,Kitchen B1,"[COURSE1]바지락칼제비,쌀밥(소),어니언떡갈비구이,고추지무침922kcal(단백질:32g)Na함량:1189mg(염도:0.8%)[COURSE2]오징어돈육불고기,잡곡밥,콩가루배추국,감자채피망볶음,참나물겉절이693kcal(단백질:34g)Na함량:1105mg(염도:0.6%)[샐러드바]그린샐러드,실곤약샐러드,초코쿠키현미밥/백미밥,포기김치/깍두기",2023-11-07 18:11:00,2023-11-07,18:11,Tuesday,"바지락칼제비,쌀밥(소),어니언떡갈비구이,고추지무침",922,32,1189.0,"오징어돈육불고기,잡곡밥,콩가루배추국,감자채피망볶음,참나물겉절이",693.0,34.0,1105.0
926901498,body,Kitchen B1,"[COURSE1]불고기퀘사디아,&양념감자튀김,콜드파스타,오이피클,탄산음료742kcal(단백질:17g)Na함량:1176mg(염도:0.7%)[COURSE2]돼지양념구이*양파볶음,잡곡밥,얼갈이된장국,무생채,적상추*쌈장868kcal(단백질:37g)Na함량:1102mg(염도:0.6%)[샐러드바]그린샐러드,누룽지샐러드,허니꿀짱현미밥/백미밥,포기김치/깍두기",2023-11-08 11:09:00,2023-11-08,11:09,Wednesday,"불고기퀘사디아,&양념감자튀김,콜드파스타,오이피클,탄산음료",742,17,1176.0,"돼지양념구이*양파볶음,잡곡밥,얼갈이된장국,무생채,적상추*쌈장",868.0,37.0,1102.0
926901499,body,Kitchen B1,"[COURSE1]닭개장,잡곡밥,식물성런천미트전*파채,맛살브로콜리볶음,풋고추양파된장무침790kcal(단백질:32g)Na함량:1168mg(염도:0.6%)[COURSE2]참치마요데리야끼덮밥,유부국,감자고로케*케첩,유자채단무지752kcal(단백질:24g)Na함량:1185mg(염도:0.8%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/석박지",2023-11-08 18:12:00,2023-11-08,18:12,Wednesday,"닭개장,잡곡밥,식물성런천미트전*파채,맛살브로콜리볶음,풋고추양파된장무침",790,32,1168.0,"참치마요데리야끼덮밥,유부국,감자고로케*케첩,유자채단무지",752.0,24.0,1185.0
926901501,body,Kitchen B1,"[COURSE1]사골우거지탕,잡곡밥,야채계란말이,시금치나물,깐마늘장아찌708kcal(단백질:30g)Na함량:1150mg(염도:0.6%)[COURSE2]오야꼬동,김치국,과일샐러드,해초무침829kcal(단백질:26g)Na함량:1183mg(염도:0.8%)[샐러드바]그린샐러드,과일푸딩,생강대롱현미밥/백미밥,포기김치/깍두기",2023-11-09 18:09:00,2023-11-09,18:09,Thursday,"사골우거지탕,잡곡밥,야채계란말이,시금치나물,깐마늘장아찌",708,30,1150.0,"오야꼬동,김치국,과일샐러드,해초무침",829.0,26.0,1183.0
926901503,body,Kitchen B1,"[COURSE1]뚝배기날치알밥,미니우동,타코야끼,락교무침831kcal(단백질:21g)Na함량:1195mg(염도:0.8%)[COURSE2]고등어구이정식,잡곡밥,근대된장국,부들어묵볶음,청경채겉절이941kcal(단백질:33g)Na함량:1192mg(염도:0.8%)[샐러드바]그린샐러드,후르츠콘샐러드,수정과현미밥/백미밥,포기김치/석박지",2023-11-10 11:05:00,2023-11-10,11:05,Friday,"뚝배기날치알밥,미니우동,타코야끼,락교무침",831,21,1195.0,"고등어구이정식,잡곡밥,근대된장국,부들어묵볶음,청경채겉절이",941.0,33.0,1192.0
926901504,body,kitchen B1,"[COURSE1]전주콩나물국밥*새우젓,잡곡밥,모듬장조림,단호박타락묵,열무된장나물683kcal(단백질:37g)Na함량:1171mg(염도:0.7%)[샐러드바]그린샐러드,천사채샐러드,계란과자현미밥/백미밥,포기김치/깍두기",2023-11-10 18:08:00,2023-11-10,18:08,Friday,"전주콩나물국밥*새우젓,잡곡밥,모듬장조림,단호박타락묵,열무된장나물",683,37,1171.0,NaN,NaN,NaN,NaN
926901506,body,Kitchen B1,"[COURSE1]베트남쌀국수,짜조&어린잎,레몬양파절임,해선장*스위트칠리902kcal(단백질:33g)Na함량:1158mg(염도:0.7%)[COURSE2]통마늘돼지불백,잡곡밥,아욱된장국,숙주나물무침,브로콜리숙회*초고추장883kcal(단백질:53g)Na함량:1193mg(염도:0.8%)[샐러드바]그린샐러드,과일푸딩,매실차현미밥/백미밥,포기김치/깍두기",2023-11-13 11:12:00,2023-11-13,11:12,Monday,"베트남쌀국수,짜조&어린잎,레몬양파절임,해선장*스위트칠리",902,33,1158.0,"통마늘돼지불백,잡곡밥,아욱된장국,숙주나물무침,브로콜리숙회*초고추장",883.0,53.0,1193.0
926901507,body,Kitchen B1,"[COURSE1]사골만두전골,잡곡밥,오징어채소무침,멸치견과볶음,궁채절임953kcal(단백질:37g)Na함량:1011mg(염도:0.5%)[COURSE2]산채들기름비빔밥,미역국,피쉬커틀릿&크리미어니언S,우엉참깨무침,약고추장987kcal(단백질:35g)Na함량:1148mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/석박지",2023-11-13 18:12:00,2023-11-13,18:12,Monday,"사골만두전골,잡곡밥,오징어채소무침,멸치견과볶음,궁채절임",953,37,1011.0,"산채들기름비빔밥,미역국,피쉬커틀릿&크리미어니언S,우엉참깨무침,약고추장",987.0,35.0,1148.0
926901509,body,Kitchen B1,"[COURSE1]참치김치찌개,잡곡밥,한식잡채,사각어묵볶음,시래기들깨지짐793kcal(단백질:31g)Na함량:1177mg(염도:0.7%)[COURSE2]삼색도리야끼덮밥,미소시루,새우튀김*타르타르소스,맑은오이지무침826kcal(단백질:37g)Na함량:1124mg(염도:0.6%)[샐러드바]그린샐러드,모듬콩샐러드,알새우칩현미밥/백미밥,포기김치/석박지",2023-11-14 11:01:00,2023-11-14,11:01,Tuesday,"참치김치찌개,잡곡밥,한식잡채,사각어묵볶음,시래기들깨지짐",793,31,1177.0,"삼색도리야끼덮밥,미소시루,새우튀김*타르타르소스,맑은오이지무침",826.0,37.0,1124.0
926901510,body,kitchen B1,"[COURSE1]두절가자미구이,잡곡밥,몽글몽글순두부탕*양념장,호박볶음,양념깻잎지716kcal(단백질:30g)Na함량:1012mg(염도:0.5%)[COURSE2]바질크림떡볶이,모듬튀김(맛감자,오징어볼),블루베리무피클,탄산음료997kcal(단백질:32g)Na함량:1167mg(염도:0.7%)[샐러드바]그린샐러드,바나나칩샐러드,자몽차현미밥/백미밥,포기김치/깍두기",2023-11-14 17:58:00,2023-11-14,17:58,Tuesday,"두절가자미구이,잡곡밥,몽글몽글순두부탕*양념장,호박볶음,양념깻잎지",716,30,1012.0,"바질크림떡볶이,모듬튀김(맛감자,오징어볼),블루베리무피클,탄산음료",997.0,32.0,1167.0
926901511,body,kitchen B1,"[COURSE1]철판훈제오리볶음&구운양파,잡곡밥,얼큰수제비국,게맛살미역줄기볶음,무쌈*머스타드소스832kcal(단백질:30g)Na함량:1155mg(염도:0.7%)[COURSE2]아몬드크럼블돈까스,쌀밥(소),단호박크림수프,프렌치토스트,한입단무지982kcal(단백질:39g)Na함량:1017mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,배추겉절이,깍두기",2023-11-15 11:03:00,2023-11-15,11:03,Wednesday,"철판훈제오리볶음&구운양파,잡곡밥,얼큰수제비국,게맛살미역줄기볶음,무쌈*머스타드소스",832,30,1155.0,"아몬드크럼블돈까스,쌀밥(소),단호박크림수프,프렌치토스트,한입단무지",982.0,39.0,1017.0
926901513,body,kitchen B1,"[COURSE1]해물볶음우동,맑은팽이버섯국,아게다시도후,락교&초생강956kcal(단백질:30g)Na함량:1052mg(염도:0.6%)[COURSE2]돼지국밥*다대기,잡곡밥,옛날소시지전,쥐어채볶음,부추겉절이,새우젓860kcal(단백질:36g)Na함량:1135mg(염도:0.7%)[샐러드바]그린샐러드,코울슬로샐러드,크래커현미밥/백미밥,포기김치/석박지",2023-11-15 18:17:00,2023-11-15,18:17,Wednesday,"해물볶음우동,맑은팽이버섯국,아게다시도후,락교&초생강",956,30,1052.0,"돼지국밥*다대기,잡곡밥,옛날소시지전,쥐어채볶음,부추겉절이,새우젓",860.0,36.0,1135.0
926901516,body,Kitchen B1,"[COURSE1]양지탕,잡곡밥,고추장떡,감자조림,오징어젓무생채738kcal(단백질:26g)Na함량:1059mg(염도:0.6%)[COURSE2]수프카레,곤약쌀밥,고로케*케첩,꼬들단무지720kcal(단백질:31g)Na함량:1070mg(염도:0.6%)[샐러드바]그린샐러드,쿠스쿠스샐러드,고구마스틱현미밥/백미밥,포기김치/깍두기",2023-11-16 10:56:00,2023-11-16,10:56,Thursday,"양지탕,잡곡밥,고추장떡,감자조림,오징어젓무생채",738,26,1059.0,"수프카레,곤약쌀밥,고로케*케첩,꼬들단무지",720.0,31.0,1070.0
926901517,body,Kitchen B1,"[COURSE1]뼈없는닭갈비,잡곡밥,맑은감자국,얼갈이나물,삼색겨자채무침839kcal(단백질:35g)Na함량:1114mg(염도:0.7%)[COURSE2]햄마늘쫑볶음밥&계란프라이,다시마무채국,찰도그롤*케찹,고구마순나물732kcal(단백질:24g)Na함량:1121mg(염도:0.7%)[샐러드바]그린샐러드,멕시칸샐러드,수정과현미밥/백미밥,포기김치/깍두기",2023-11-16 18:20:00,2023-11-16,18:20,Thursday,"뼈없는닭갈비,잡곡밥,맑은감자국,얼갈이나물,삼색겨자채무침",839,35,1114.0,"햄마늘쫑볶음밥&계란프라이,다시마무채국,찰도그롤*케찹,고구마순나물",732.0,24.0,1121.0
926901518,body,Kitchen B1,"[COURSE1]매콤비빔국수,사골파국,수제육전&파채무침,귤652kcal(단백질:30g)Na함량:1110mg(염도:0.7%)[COURSE2]우렁강된장찌개,버섯콩나물밥,계란찜,무말랭이무침,구운김,귤808kcal(단백질:37g)Na함량:1123mg(염도:0.7%)[샐러드바]그린샐러드,식혜현미밥/백미밥,포기김치/석박지",2023-11-17 11:11:00,2023-11-17,11:11,Friday,"매콤비빔국수,사골파국,수제육전&파채무침,귤",652,30,1110.0,"우렁강된장찌개,버섯콩나물밥,계란찜,무말랭이무침,구운김,귤",808.0,37.0,1123.0
926901519,body,kitchen B1,"[COURSE1]모듬어묵전골*와사비장,잡곡밥,떡갈비채소볶음,연근땅콩조림,오이양파무침967kcal(단백질:45g)Na함량:1114mg(염도:0.7%)[샐러드바]그린샐러드,연근샐러드,깨강정현미밥/백미밥,포기김치/깍두기",2023-11-17 17:51:00,2023-11-17,17:51,Friday,"모듬어묵전골*와사비장,잡곡밥,떡갈비채소볶음,연근땅콩조림,오이양파무침",967,45,1114.0,NaN,NaN,NaN,NaN
926901521,body,Kitchen B1,"[COURSE1]소고기숙주볶음,잡곡밥,호박감자국,게맛살채소볶음,고들빼기무침675kcal(단백질:29g)Na함량:1164mg(염도:0.7%)[COURSE2]매콤열무돈육덮밥,다시마무채국,청파래오징어까스*타르타르소스,오복지무침773kcal(단백질:31g)Na함량:1194mg(염도:0.8%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/깍두기",2023-11-20 11:04:00,2023-11-20,11:04,Monday,"소고기숙주볶음,잡곡밥,호박감자국,게맛살채소볶음,고들빼기무침",675,29,1164.0,"매콤열무돈육덮밥,다시마무채국,청파래오징어까스*타르타르소스,오복지무침",773.0,31.0,1194.0
926901522,body,kitchen B1,"[COURSE1]명란오일파스타,홍합토마토스튜,스틱마늘빵,블루베리무피클924kcal(단백질:41g)Na함량:1175mg(염도:0.7%)[COURSE2]뼈없는감자탕,잡곡밥,계란장조림,명엽채땅콩볶음,풋고추양파된장무침923kcal(단백질:44g)Na함량:1192mg(염도:0.8%)[샐러드바]그린샐러드,마카로니콘샐러드,매실차현미밥/백미밥,포기김치/석박지",2023-11-20 18:07:00,2023-11-20,18:07,Monday,"명란오일파스타,홍합토마토스튜,스틱마늘빵,블루베리무피클",924,41,1175.0,"뼈없는감자탕,잡곡밥,계란장조림,명엽채땅콩볶음,풋고추양파된장무침",923.0,44.0,1192.0
926901523,body,Kitchen B1,"[COURSE1]안동국밥,잡곡밥,깻잎부추전,부들어묵볶음,치커리무침756kcal(단백질:32g)Na함량:1075mg(염도:0.6%)[COURSE2]가츠동돈부리,미소장국,과일샐러드,락교무침966kcal(단백질:41g)Na함량:1049mg(염도:0.5%)[샐러드바]그린샐러드,살사푸실리샐러드,아이스티현미밥/백미밥,포기김치/석박지",2023-11-21 11:03:00,2023-11-21,11:03,Tuesday,"안동국밥,잡곡밥,깻잎부추전,부들어묵볶음,치커리무침",756,32,1075.0,"가츠동돈부리,미소장국,과일샐러드,락교무침",966.0,41.0,1049.0
926901524,body,kitchen B1,"[COURSE1]철판오징어떡볶음,잡곡밥,콩나물국,미니새송이버섯볶음,고춧잎무침703kcal(단백질:28g)Na함량:1163mg(염도:0.7%)[COURSE2]몽골리안치킨덮밥,맑은유부국,야채튀김*초간장,적채무초절임934kcal(단백질:35g)Na함량:1139mg(염도:0.6%)[샐러드바]그린샐러드,이집트콩샐러드,웨하스현미밥/백미밥,포기김치/깍두기",2023-11-21 17:57:00,2023-11-21,17:57,Tuesday,"철판오징어떡볶음,잡곡밥,콩나물국,미니새송이버섯볶음,고춧잎무침",703,28,1163.0,"몽골리안치킨덮밥,맑은유부국,야채튀김*초간장,적채무초절임",934.0,35.0,1139.0
926901525,body,Kitchen B1,"[COURSE1]매콤제육볶음*파채무침,잡곡밥,콩가루배추국,무생채,양배추쌈*쌈장649kcal(단백질:31g)Na함량:1038mg(염도:0.5%)[COURSE2]베이컨갈릭볶음밥,맑은팽이버섯국,교자만두강정,브로콜리흑임자무침921kcal(단백질:34g)Na함량:1164mg(염도:0.7%)[샐러드바]그린샐러드,천사채샐러드,참깨크래커,현미밥/백미밥,포기김치/깍두기",2023-11-22 11:05:00,2023-11-22,11:05,Wednesday,"매콤제육볶음*파채무침,잡곡밥,콩가루배추국,무생채,양배추쌈*쌈장",649,31,1038.0,"베이컨갈릭볶음밥,맑은팽이버섯국,교자만두강정,브로콜리흑임자무침",921.0,34.0,1164.0
926901527,body,kitchen B1,"[COURSE1]동태매운탕,잡곡밥,언양식불고기,감자채피망볶음,반반콩자반893kcal(단백질:42g)Na함량:1081mg(염도:0.6%)[COURSE2]지파이버거,&웨지감자튀김,옥수수코울슬로,오이피클,탄산음료956kcal(단백질:35g)Na함량:1118mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/석박지",2023-11-22 18:12:00,2023-11-22,18:12,Wednesday,"동태매운탕,잡곡밥,언양식불고기,감자채피망볶음,반반콩자반",893,42,1081.0,"지파이버거,&웨지감자튀김,옥수수코울슬로,오이피클,탄산음료",956.0,35.0,1118.0
926901528,body,kitchen B1,"[COURSE1]마라탕면,쌀밥(소),꿔바로우,단무지987kcal(단백질:39g)Na함량:1119mg(염도:0.7%)[COURSE2]곤드레영양밥*부추양념장,돈육고추장찌개,비엔나소시지케첩볶음,양념가지나물,풀무원조미김774kcal(단백질:33g)Na함량:1092mg(염도:0.6%)[샐러드바]그린샐러드,렌틸콩유자샐러드,살구주스,현미밥/백미밥,포기김치/석박지",2023-11-23 11:07:00,2023-11-23,11:07,Thursday,"마라탕면,쌀밥(소),꿔바로우,단무지",987,39,1119.0,"곤드레영양밥*부추양념장,돈육고추장찌개,비엔나소시지케첩볶음,양념가지나물,풀무원조미김",774.0,33.0,1092.0
926901530,body,Kitchen B1,"[COURSE1]콩비지찌개,잡곡밥,도톰완자전,느타리버섯볶음,시금치나물736kcal(단백질:37g)Na함량:1183mg(염도:0.8%)[COURSE2]옛날카레라이스&함박,우동국물,고구마샐러드&요거트D,마늘쫑무침916kcal(단백질:39g)Na함량:1097mg(염도:0.6%)[샐러드바]그린샐러드,후르츠콘샐러드,식혜현미밥/백미밥,포기김치/깍두기",2023-11-23 18:00:00,2023-11-23,18:00,Thursday,"콩비지찌개,잡곡밥,도톰완자전,느타리버섯볶음,시금치나물",736,37,1183.0,"옛날카레라이스&함박,우동국물,고구마샐러드&요거트D,마늘쫑무침",916.0,39.0,1097.0
926901532,body,Kitchen B1,"[COURSE1]황태미역국,잡곡밥,미트볼케첩볶음,연근조림,청경채나물728kcal(단백질:29g)Na함량:1033mg(염도:0.6%)[샐러드바]그린샐러드,과일푸딩,생강대롱현미밥/백미밥,포기김치/깍두기",2023-11-24 17:52:00,2023-11-24,17:52,Friday,"황태미역국,잡곡밥,미트볼케첩볶음,연근조림,청경채나물",728,29,1033.0,NaN,NaN,NaN,NaN
926901534,body,Kitchen B1,"[COURSE1]순대국밥*다데기,잡곡밥,감자채전,느타리버섯볶음,부추겉절이907kcal(단백질:36g)Na함량:1156mg(염도:0.7%)[COURSE2]우삼겹깍두기볶음밥,사골파국,새우커틀릿&크림어니언S,우엉참깨무침942kcal(단백질:35g)Na함량:1056mg(염도:0.6%)[샐러드바]그린샐러드,마카로니콘샐러드,허니꿀짱현미밥/백미밥,포기김치/깍두기",2023-11-27 10:58:00,2023-11-27,10:58,Monday,"순대국밥*다데기,잡곡밥,감자채전,느타리버섯볶음,부추겉절이",907,36,1156.0,"우삼겹깍두기볶음밥,사골파국,새우커틀릿&크림어니언S,우엉참깨무침",942.0,35.0,1056.0
926901535,body,kitchen B1,"[COURSE1]장칼국수,보리밥(소),갈비왕교자만두*초간장,맑은오이지무침948kcal(단백질:35g)Na함량:1118mg(염도:0.7%)[COURSE2]매실청돈육불고기,잡곡밥,얼큰콩나물국,쑥갓나물,멸치견과볶음823kcal(단백질:37g)Na함량:1127mg(염도:0.7%)[샐러드바]그린샐러드,살사푸실리샐러드,수정과현미밥/백미밥,포기김치/깍두기",2023-11-27 17:58:00,2023-11-27,17:58,Monday,"장칼국수,보리밥(소),갈비왕교자만두*초간장,맑은오이지무침",948,35,1118.0,"매실청돈육불고기,잡곡밥,얼큰콩나물국,쑥갓나물,멸치견과볶음",823.0,37.0,1127.0
926901536,body,Kitchen B1,"[COURSE1]닭간장불고기,잡곡밥,김치국,다시마쌈*초고추장,깐마늘장아찌856kcal(단백질:35g)Na함량:1124mg(염도:0.7%)[COURSE2]뚝배기소보로비빔밥,꼬치어묵국,고구마맛탕,채소겨자냉채912kcal(단백질:34g)Na함량:1075mg(염도:0.6%)[샐러드바]그린샐러드,모듬콩샐러드,살구주스현미밥/백미밥,포기김치/깍두기",2023-11-28 11:04:00,2023-11-28,11:04,Tuesday,"닭간장불고기,잡곡밥,김치국,다시마쌈*초고추장,깐마늘장아찌",856,35,1124.0,"뚝배기소보로비빔밥,꼬치어묵국,고구마맛탕,채소겨자냉채",912.0,34.0,1075.0
926901537,body,kitchen B1,"[COURSE1]소고기샤브샤브,잡곡밥,동그랑땡조림,열무된장나물,궁채절임892kcal(단백질:42g)Na함량:1049mg(염도:0.5%)[COURSE2]타워함박스테이크&청양크림소스,쌀밥(소),스틱마늘빵,블루베리무피클,탄산음료913kcal(단백질:34g)Na함량:1112mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종현미밥/백미밥,포기김치/석박지",2023-11-28 18:04:00,2023-11-28,18:04,Tuesday,"소고기샤브샤브,잡곡밥,동그랑땡조림,열무된장나물,궁채절임",892,42,1049.0,"타워함박스테이크&청양크림소스,쌀밥(소),스틱마늘빵,블루베리무피클,탄산음료",913.0,34.0,1112.0
